mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,52,53,74,75,76,84,100,101,102,104,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
95,5.721246399047171,30.195,2.37,0.919,0.902,0.155,0.556,0.35,0.327,0.677,0.18,0.117,0.529,0.197,0.154,0.444,0.205,0.967,0.237,0.191,101.517,0.411,0.325,0.293,0.283,0.465,4.0,0.0004813,6.925,3.878,1.0,0.588437,6.32002637,54.597778,87.2201,57.455715
100,4.721246399047171,22.636,4.489,1.323,0.796,0.151,0.611,0.499,0.415,0.614,0.26,0.204,0.583,0.336,0.25,0.574,0.384,0.662,0.335,0.262,137.518,0.508,0.36,0.39,0.409,0.42,6.0,0.0004587,6.488,2.98,1.0,0.517888,1.46852949,25.080997,81.413689,71.372711
101,5.721246399047171,15.137,3.686,2.56,0.708,0.144,0.605,0.53,0.476,0.59,0.354,0.278,0.549,0.415,0.345,0.54,0.448,0.646,0.509,0.382,103.974,0.537,0.407,0.436,0.455,0.512,6.0,0.0004871,6.796,3.047,1.0,0.441836,3.46044447,40.705776,137.858002,215.630768
103,6.214670164989233,22.742,5.706,1.619,0.756,0.147,0.592,0.381,0.362,0.656,0.531,0.199,0.569,0.376,0.216,0.551,0.283,0.782,0.569,0.328,175.837,0.445,0.462,0.387,0.353,0.56,6.0,0.0004827,7.843,5.084,1.0,0.545061,2.00672906,63.143204,124.416389,71.279968
104,8.0,27.913,4.796,1.357,0.819,0.146,0.586,0.402,0.466,0.812,0.283,0.204,0.615,0.291,0.255,0.546,0.276,0.938,0.394,0.32,178.253,0.485,0.433,0.387,0.369,0.551,7.0,0.0004983,7.932,4.751,1.0,0.607726,3.88236716,61.258026,117.407806,53.740112
105,7.096910013008056,25.973,4.703,2.782,0.776,0.146,0.653,0.341,0.492,0.795,0.418,0.179,0.681,0.299,0.292,0.647,0.231,0.941,0.517,0.277,207.48,0.495,0.464,0.424,0.408,0.578,5.0,0.0005007,7.394,4.883,1.0,0.58766,6.08819789,54.382431,158.596771,76.216614
106,6.614393726401688,29.012,3.181,1.495,0.861,0.145,0.533,0.517,0.369,0.818,0.294,0.214,0.595,0.326,0.243,0.511,0.365,0.984,0.331,0.287,140.392,0.473,0.442,0.388,0.368,0.534,5.0,0.00043,7.731,4.951,1.0,0.624955,2.80884908,72.456383,114.06591,81.600388
107,6.431798275933005,27.421,4.199,2.01,0.815,0.146,0.604,0.4,0.365,0.801,0.418,0.192,0.623,0.33,0.264,0.566,0.275,0.962,0.584,0.262,178.706,0.456,0.47,0.406,0.374,0.602,7.0,0.0004658,7.903,5.149,1.0,0.603856,7.86941577,51.749107,133.496124,69.508484
108,6.494850021680094,25.998,6.283,2.209,0.754,0.143,0.542,0.449,0.5,0.63,0.229,0.2,0.555,0.32,0.292,0.525,0.371,0.651,0.32,0.358,234.638,0.497,0.353,0.389,0.414,0.443,5.0,0.0005024,8.123,4.749,1.0,0.582326,5.32032791,76.357994,128.264679,123.390701
109,7.096910013008056,24.685,4.163,3.72,0.758,0.143,0.488,0.336,0.411,0.512,0.258,0.166,0.514,0.221,0.24,0.514,0.223,0.581,0.333,0.238,210.063,0.412,0.312,0.325,0.346,0.384,7.0,0.0004512,8.539,5.12,1.0,0.558884,5.51608824,100.770142,162.899948,83.298355
110,6.376750709602099,22.417,3.694,0.825,0.832,0.147,0.484,0.535,0.451,0.576,0.239,0.16,0.503,0.318,0.23,0.475,0.369,0.582,0.378,0.304,104.355,0.49,0.325,0.351,0.371,0.421,6.0,0.0004113,6.916,4.723,1.0,0.522086,4.29497072,61.281254,139.194931,66.928436
112,5.037630664329979,28.011,3.824,2.057,0.826,0.145,0.52,0.452,0.452,0.77,0.426,0.17,0.555,0.363,0.255,0.48,0.31,0.93,0.489,0.216,172.604,0.475,0.455,0.391,0.365,0.545,6.0,0.0004711,7.779,5.321,1.0,0.618439,3.93960805,61.535759,131.277069,78.018684
113,5.476253533188435,40.676,3.638,1.525,0.887,0.142,0.541,0.433,0.394,0.578,0.209,0.153,0.535,0.28,0.228,0.519,0.322,0.638,0.325,0.248,215.541,0.456,0.313,0.347,0.37,0.404,7.0,0.0004903,8.26,4.622,1.0,0.672784,3.61101798,68.82769,133.080292,87.193245
114,5.671620396561262,37.796,4.89,0.836,0.868,0.142,0.528,0.342,0.42,0.577,0.138,0.234,0.541,0.201,0.23,0.526,0.239,0.62,0.24,0.299,220.505,0.43,0.317,0.324,0.332,0.386,5.0,0.0004762,8.678,4.499,1.0,0.656494,4.06583781,61.886822,182.586655,101.471893
115,5.111259039317107,21.231,7.958,1.65,0.688,0.143,0.554,0.544,0.368,0.554,0.379,0.119,0.534,0.398,0.194,0.53,0.406,0.573,0.483,0.218,217.126,0.489,0.351,0.375,0.392,0.425,4.0,0.0004588,8.388,4.567,1.0,0.534411,4.23533217,69.440948,200.118774,81.536453
116,7.501689446210399,11.564,6.738,1.829,0.574,0.151,0.444,0.394,0.439,0.787,0.213,0.21,0.499,0.259,0.285,0.402,0.299,1.215,0.219,0.319,111.39,0.426,0.403,0.348,0.326,0.584,4.0,0.0004937,6.487,3.458,1.0,0.449773,7.4840768,60.257931,127.940033,78.256447
117,5.698970004336019,16.631,4.78,1.719,0.719,0.15,0.525,0.355,0.445,0.775,0.256,0.191,0.537,0.253,0.262,0.465,0.244,1.09,0.365,0.278,116.309,0.442,0.407,0.351,0.33,0.577,6.0,0.0004988,6.612,3.526,1.0,0.486329,4.51164925,36.660263,73.642517,50.838333
118,6.301029995663981,18.734,3.404,1.758,0.784,0.15,0.54,0.401,0.462,0.799,0.146,0.241,0.559,0.217,0.307,0.48,0.267,1.102,0.21,0.249,102.7,0.468,0.396,0.361,0.348,0.52,3.0,0.000481,7.091,3.525,1.0,0.50167,5.73236348,57.340504,96.686867,67.852875
119,6.0,22.258,2.379,1.51,0.851,0.15,0.514,0.356,0.379,0.744,0.161,0.255,0.523,0.208,0.23,0.441,0.25,1.006,0.283,0.335,90.148,0.416,0.387,0.32,0.309,0.541,6.0,0.0005119,7.155,3.492,1.0,0.533206,4.48013389,54.044861,84.96814,60.83773
120,5.361510743045363,30.894,4.014,1.142,0.857,0.148,0.586,0.489,0.405,0.688,0.38,0.14,0.608,0.377,0.214,0.578,0.38,0.709,0.491,0.229,163.892,0.493,0.403,0.4,0.407,0.476,7.0,0.0004529,7.74,4.5,1.0,0.614151,6.92358485,41.760517,102.300499,79.334312
121,5.3979400086720375,30.967,6.263,0.845,0.813,0.143,0.594,0.535,0.392,0.692,0.377,0.154,0.611,0.376,0.216,0.582,0.387,0.795,0.425,0.229,225.402,0.507,0.408,0.401,0.407,0.483,6.0,0.0004682,8.39,4.598,1.0,0.625283,2.33358958,60.263885,102.20134,95.916527
122,6.214670164989233,39.1,3.065,0.907,0.908,0.143,0.547,0.478,0.38,0.674,0.284,0.231,0.577,0.312,0.218,0.54,0.335,0.759,0.363,0.253,158.079,0.468,0.396,0.369,0.364,0.458,8.0,0.000459,7.862,4.937,1.0,0.681269,5.24840544,92.238953,136.960846,93.258026
123,5.276544327964814,31.511,4.032,3.703,0.803,0.143,0.568,0.515,0.324,0.68,0.408,0.14,0.6,0.386,0.203,0.57,0.426,0.79,0.532,0.163,258.642,0.469,0.409,0.396,0.42,0.495,7.0,0.0004793,8.651,4.801,1.0,0.638847,6.80350062,52.179646,120.19722,103.363899
124,5.251811972993799,46.905,1.791,1.696,0.931,0.144,0.565,0.445,0.385,0.566,0.284,0.185,0.547,0.272,0.25,0.541,0.283,0.6,0.297,0.258,166.581,0.465,0.345,0.356,0.368,0.385,7.0,0.0004575,7.949,4.602,1.0,0.70313,5.86475528,74.674004,113.171204,112.65184
125,6.301029995663981,39.696,5.302,1.25,0.858,0.14,0.505,0.38,0.411,0.535,0.209,0.246,0.503,0.248,0.25,0.491,0.275,0.592,0.239,0.36,266.747,0.432,0.33,0.334,0.341,0.397,8.0,0.0004762,9.237,4.737,1.0,0.675077,2.90942406,89.668533,125.652222,94.350052
126,5.309803919971486,43.738,3.154,1.692,0.9,0.14,0.545,0.488,0.448,0.582,0.245,0.205,0.554,0.319,0.268,0.543,0.36,0.63,0.337,0.265,217.3,0.493,0.344,0.38,0.403,0.411,5.0,0.0005433,9.149,4.702,1.0,0.697383,6.03993948,70.382332,164.080307,98.674385
127,5.651695136951839,42.93,2.207,1.356,0.923,0.146,0.575,0.475,0.41,0.633,0.329,0.139,0.583,0.33,0.208,0.544,0.362,0.756,0.332,0.222,155.964,0.487,0.367,0.374,0.391,0.437,7.0,0.0004581,8.153,4.755,1.0,0.68775,4.99856777,57.862579,80.780426,116.488876
128,6.013228265733755,22.033,7.917,1.489,0.701,0.149,0.544,0.36,0.456,0.558,0.234,0.176,0.49,0.294,0.237,0.467,0.326,0.525,0.328,0.249,219.023,0.453,0.323,0.34,0.356,0.367,4.0,0.0005074,7.844,2.947,1.0,0.54374,1.95817293,70.635651,86.793678,79.138161
129,7.522878745280337,28.579,10.808,0.744,0.712,0.145,0.524,0.39,0.419,0.569,0.616,0.245,0.469,0.381,0.231,0.429,0.298,0.573,0.922,0.382,338.18,0.444,0.476,0.36,0.322,0.626,6.0,0.0004586,8.511,3.979,1.0,0.659981,6.57252424,89.8013,104.336319,132.738953
130,7.397940008672037,28.772,12.161,0.613,0.693,0.144,0.498,0.386,0.363,0.56,0.59,0.187,0.449,0.376,0.199,0.403,0.295,0.57,0.783,0.247,374.996,0.416,0.446,0.341,0.292,0.533,7.0,0.0004771,8.926,6.154,1.0,0.677183,4.72901461,80.693726,142.258072,151.229996
131,6.6777807052660805,28.665,12.688,0.566,0.684,0.144,0.578,0.434,0.254,0.511,0.298,0.058,0.482,0.33,0.099,0.476,0.349,0.49,0.338,0.165,387.103,0.422,0.289,0.304,0.317,0.331,9.0,0.0004985,8.527,6.391,1.0,0.613878,2.2655503,113.862198,164.347061,92.440033
132,7.397940008672037,24.899,11.524,1.789,0.652,0.145,0.562,0.347,0.296,0.559,0.632,0.105,0.494,0.364,0.142,0.468,0.27,0.581,0.943,0.166,352.122,0.402,0.432,0.333,0.304,0.563,6.0,0.0004449,8.824,4.012,1.0,0.640408,2.48303974,82.027771,127.030952,124.10968
134,6.958607314841775,19.293,12.569,1.636,0.576,0.144,0.431,0.374,0.38,0.4,0.246,0.174,0.361,0.278,0.217,0.354,0.294,0.395,0.302,0.255,294.637,0.395,0.273,0.285,0.298,0.317,8.0,0.0005099,8.085,5.817,1.0,0.543174,1.96287602,80.479607,136.411377,115.022873
135,7.221848749616356,29.065,13.75,1.494,0.656,0.141,0.49,0.347,0.406,0.42,0.528,0.121,0.425,0.336,0.194,0.438,0.269,0.397,0.784,0.2,463.616,0.414,0.357,0.319,0.316,0.46,4.0,0.0004756,9.953,2.88,1.0,0.663924,5.02729956,62.521507,111.847618,163.307739
136,7.154901959985743,16.777,9.96,2.599,0.572,0.144,0.415,0.344,0.484,0.619,0.214,0.264,0.396,0.259,0.305,0.339,0.282,0.836,0.247,0.326,236.57,0.414,0.366,0.32,0.316,0.47,4.0,0.0004796,8.183,3.013,1.0,0.549005,3.4890098,75.886467,90.372948,92.099442
137,7.154901959985743,26.285,11.732,1.831,0.66,0.143,0.508,0.337,0.336,0.594,0.351,0.092,0.456,0.297,0.157,0.419,0.262,0.664,0.385,0.164,377.975,0.394,0.346,0.304,0.295,0.404,10.0,0.0004529,9.163,3.984,1.0,0.641864,6.07985866,98.111671,107.271881,110.34314
139,6.251811972993799,24.466,9.768,2.222,0.671,0.144,0.588,0.389,0.486,0.655,0.571,0.309,0.53,0.381,0.299,0.486,0.31,0.727,0.823,0.291,315.046,0.488,0.512,0.403,0.363,0.614,5.0,0.0004773,8.396,3.214,1.0,0.622372,6.70778077,108.326035,108.718063,105.045738
140,7.522878745280337,24.083,12.927,2.416,0.611,0.143,0.539,0.347,0.53,0.56,0.639,0.259,0.476,0.365,0.29,0.444,0.258,0.617,0.808,0.353,400.732,0.472,0.486,0.377,0.34,0.593,4.0,0.0004665,9.332,5.156,1.0,0.66238,3.93811498,75.343575,185.511307,145.524963
142,6.309803919971486,27.118,16.866,1.618,0.595,0.139,0.45,0.4,0.399,0.482,0.222,0.121,0.396,0.278,0.197,0.369,0.312,0.467,0.272,0.237,528.525,0.416,0.275,0.29,0.308,0.325,8.0,0.0004801,8.969,5.201,1.0,0.641959,2.20313953,98.526955,148.676239,102.578369
143,6.455931955649724,25.231,13.488,1.663,0.625,0.143,0.479,0.328,0.372,0.526,0.217,0.112,0.431,0.241,0.183,0.398,0.257,0.505,0.265,0.214,404.713,0.393,0.285,0.285,0.295,0.328,8.0,0.0004832,8.766,5.089,1.0,0.618092,2.26563775,90.315697,98.10202,98.085762
144,6.795880017344075,24.479,12.422,0.753,0.65,0.146,0.474,0.388,0.418,0.449,0.59,0.202,0.405,0.373,0.204,0.369,0.27,0.521,1.016,0.292,331.863,0.427,0.413,0.327,0.285,0.61,3.0,0.0004981,8.773,2.693,1.0,0.629181,7.47842063,92.697884,86.35321,120.748619
145,6.267606240177032,22.803,11.689,1.096,0.641,0.147,0.475,0.376,0.407,0.468,0.626,0.312,0.413,0.372,0.238,0.384,0.272,0.532,0.989,0.309,304.326,0.419,0.469,0.341,0.315,0.61,3.0,0.0004897,8.517,2.612,1.0,0.619986,6.72279273,88.531631,75.213242,109.787971
146,7.522878745280337,27.582,10.967,1.892,0.682,0.144,0.571,0.346,0.276,0.579,0.615,0.106,0.5,0.353,0.139,0.451,0.252,0.668,1.007,0.157,375.45,0.398,0.433,0.33,0.287,0.611,3.0,0.0004879,8.756,3.195,1.0,0.657749,5.93648356,94.955177,91.655991,146.029602
147,7.154901959985743,23.195,11.086,1.876,0.642,0.144,0.506,0.351,0.472,0.58,0.647,0.167,0.465,0.365,0.234,0.42,0.271,0.613,0.982,0.277,321.468,0.443,0.465,0.355,0.325,0.624,4.0,0.0004726,8.537,2.98,1.0,0.637999,4.37543662,90.806931,91.549026,96.927261
148,8.0,25.107,11.205,1.71,0.66,0.144,0.549,0.354,0.293,0.609,0.653,0.091,0.495,0.368,0.141,0.452,0.273,0.643,0.995,0.142,343.414,0.399,0.451,0.335,0.3,0.593,6.0,0.0004896,8.513,2.947,1.0,0.650824,5.91665922,102.798668,82.637108,140.319901
149,6.251811972993799,16.301,8.244,2.187,0.61,0.147,0.582,0.433,0.398,0.543,0.314,0.223,0.499,0.361,0.247,0.491,0.37,0.596,0.407,0.259,188.053,0.471,0.36,0.369,0.375,0.421,5.0,0.0004529,7.867,3.013,1.0,0.490299,1.33036153,89.262466,107.874809,76.34613
150,7.301029995663981,29.388,11.097,1.17,0.706,0.142,0.567,0.34,0.381,0.589,0.655,0.119,0.502,0.361,0.18,0.471,0.265,0.598,0.956,0.226,373.489,0.429,0.454,0.348,0.317,0.594,4.0,0.0005336,9.016,2.98,1.0,0.673394,0.836981958,97.885483,122.294342,115.329018
151,6.958607314841775,24.287,11.276,1.179,0.661,0.145,0.503,0.363,0.277,0.544,0.651,0.123,0.447,0.373,0.143,0.41,0.278,0.562,0.969,0.201,315.799,0.381,0.439,0.321,0.282,0.577,6.0,0.0004659,8.505,2.813,1.0,0.639829,6.13061601,94.957649,119.694855,107.699799
155,6.585026652029182,11.598,8.183,2.147,0.529,0.149,0.5,0.429,0.433,0.601,0.335,0.305,0.507,0.343,0.286,0.446,0.322,0.905,0.356,0.316,137.377,0.454,0.414,0.378,0.351,0.526,8.0,0.0004734,7.542,4.541,1.0,0.451178,7.34622667,92.055717,156.951111,128.918518
156,6.508638306165727,23.582,2.74,1.861,0.837,0.152,0.507,0.411,0.375,0.599,0.36,0.202,0.505,0.267,0.249,0.508,0.293,0.602,0.364,0.302,113.588,0.431,0.387,0.34,0.363,0.423,4.0,0.0004817,7.806,4.237,1.0,0.540904,4.25224188,74.856537,126.388351,89.829941
158,7.045757490560675,11.998,11.644,1.522,0.477,0.149,0.456,0.429,0.442,0.757,0.257,0.345,0.539,0.3,0.306,0.527,0.282,0.659,0.368,0.405,175.676,0.442,0.453,0.382,0.391,0.477,5.0,0.0004585,7.875,4.508,1.0,0.500348,4.5663394,62.078785,117.545578,127.237114
159,5.586700235918748,18.206,6.169,1.357,0.708,0.146,0.417,0.463,0.404,0.591,0.184,0.386,0.444,0.295,0.28,0.435,0.335,0.553,0.326,0.36,145.396,0.428,0.387,0.34,0.363,0.413,9.0,0.0004758,8.005,4.106,1.0,0.516504,8.70348885,70.586113,127.084206,105.774796
160,7.522878745280337,12.785,7.876,1.0,0.59,0.149,0.474,0.539,0.327,0.64,0.359,0.194,0.433,0.499,0.196,0.451,0.525,0.5,0.588,0.257,121.358,0.447,0.398,0.376,0.406,0.448,4.0,0.0004455,7.693,4.541,1.0,0.463748,3.89672795,61.049419,1012.635559,135.300888
162,7.096910013008056,14.746,11.519,1.005,0.541,0.147,0.427,0.42,0.421,0.62,0.261,0.214,0.447,0.453,0.234,0.489,0.428,0.482,0.568,0.29,196.256,0.422,0.365,0.378,0.394,0.446,7.0,0.0004526,7.929,4.339,1.0,0.516522,1.59329445,46.107487,157.263885,102.175819
163,5.43533393574791,12.713,11.075,1.733,0.498,0.146,0.382,0.375,0.467,0.701,0.211,0.589,0.462,0.28,0.346,0.486,0.284,0.515,0.346,0.457,182.016,0.408,0.5,0.363,0.387,0.439,5.0,0.0004779,8.502,4.408,1.0,0.517516,6.17291907,48.000492,189.322601,165.537659
164,6.721246399047171,15.039,7.08,1.34,0.641,0.147,0.447,0.521,0.383,0.363,0.502,0.292,0.39,0.472,0.259,0.411,0.43,0.45,0.541,0.316,136.109,0.45,0.386,0.374,0.387,0.435,6.0,0.0004479,7.768,3.828,1.0,0.463641,4.57042275,71.246162,189.79332,119.467407
165,7.522878745280337,19.32,7.294,1.349,0.691,0.147,0.523,0.433,0.381,0.682,0.316,0.267,0.52,0.376,0.236,0.537,0.368,0.601,0.523,0.29,176.813,0.446,0.422,0.378,0.398,0.471,4.0,0.0004764,8.294,4.397,1.0,0.545768,1.12895371,64.06321,186.673676,120.48716
166,5.619788758288394,26.857,4.284,2.096,0.808,0.145,0.541,0.453,0.449,0.47,0.25,0.203,0.486,0.329,0.268,0.497,0.372,0.532,0.34,0.3,180.322,0.481,0.308,0.361,0.392,0.391,3.0,0.0004788,7.28,4.219,1.0,0.543769,4.30421935,58.004501,131.955765,81.205788
167,5.187086643357144,31.657,2.053,1.384,0.902,0.147,0.524,0.451,0.289,0.405,0.188,0.137,0.445,0.258,0.169,0.467,0.303,0.47,0.3,0.303,111.657,0.422,0.243,0.291,0.319,0.358,2.0,0.0004493,7.169,4.013,1.0,0.547714,2.87275338,57.527645,102.632607,96.837341
168,5.337242168318426,28.598,2.601,0.913,0.891,0.148,0.524,0.523,0.327,0.544,0.293,0.095,0.496,0.313,0.154,0.498,0.37,0.544,0.414,0.166,102.878,0.458,0.31,0.321,0.351,0.375,3.0,0.0005032,7.591,4.012,1.0,0.556567,5.75962161,52.703575,120.780281,102.738159
169,5.619788758288394,29.192,2.447,1.129,0.891,0.148,0.524,0.541,0.407,0.641,0.327,0.166,0.522,0.326,0.225,0.527,0.366,0.576,0.398,0.318,107.155,0.491,0.378,0.357,0.387,0.43,5.0,0.0004629,7.489,4.148,1.0,0.583884,5.38338326,48.487038,72.203979,90.899841
170,5.769551078621726,29.883,3.178,1.659,0.861,0.147,0.512,0.563,0.38,0.671,0.345,0.121,0.497,0.407,0.2,0.44,0.445,0.884,0.366,0.203,149.831,0.485,0.379,0.368,0.376,0.484,6.0,0.0005139,7.777,3.979,1.0,0.603251,3.21096032,55.683319,88.714638,100.733536
171,5.6020599913279625,39.624,2.08,0.968,0.929,0.145,0.523,0.449,0.389,0.361,0.228,0.099,0.412,0.268,0.182,0.44,0.293,0.393,0.374,0.227,122.781,0.454,0.229,0.287,0.323,0.331,7.0,0.0004938,8.014,4.147,1.0,0.589702,3.13267142,54.055641,99.093536,81.357254
172,5.6020599913279625,30.436,5.054,1.824,0.816,0.143,0.582,0.383,0.415,0.392,0.243,0.2,0.464,0.284,0.233,0.502,0.31,0.457,0.283,0.361,218.55,0.46,0.278,0.327,0.356,0.367,5.0,0.000497,8.466,4.048,1.0,0.547139,2.56078288,58.260994,129.788147,83.588715
173,5.6020599913279625,35.008,2.598,1.342,0.899,0.145,0.543,0.448,0.295,0.385,0.215,0.127,0.436,0.265,0.186,0.464,0.296,0.432,0.335,0.206,141.422,0.429,0.242,0.296,0.325,0.324,4.0,0.000487,7.395,4.148,1.0,0.564688,3.50509476,65.464836,107.971924,84.494873
174,5.853871964321762,28.58,2.378,1.391,0.883,0.148,0.519,0.472,0.398,0.745,0.433,0.13,0.548,0.314,0.216,0.57,0.359,0.577,0.431,0.21,111.04,0.463,0.436,0.359,0.393,0.406,2.0,0.0004863,8.325,4.047,1.0,0.589841,1.848498,66.7033,111.55851,79.914139
175,5.619788758288394,27.095,6.012,2.571,0.759,0.144,0.606,0.45,0.309,0.529,0.216,0.141,0.517,0.298,0.176,0.517,0.347,0.57,0.294,0.196,248.026,0.455,0.295,0.33,0.355,0.353,6.0,0.0004913,8.105,6.023,1.0,0.55749,2.07158907,49.773193,102.55925,105.744957
176,5.619788758288394,31.952,2.514,1.265,0.894,0.146,0.545,0.501,0.384,0.496,0.205,0.129,0.476,0.277,0.21,0.476,0.327,0.586,0.326,0.203,123.931,0.477,0.277,0.321,0.355,0.372,4.0,0.0005038,7.002,3.845,1.0,0.570079,1.79096514,72.312851,95.583969,98.860527
178,5.657577319177793,36.553,2.403,1.047,0.914,0.145,0.513,0.42,0.418,0.645,0.181,0.151,0.486,0.246,0.205,0.434,0.287,0.871,0.255,0.267,128.615,0.45,0.325,0.312,0.323,0.464,5.0,0.0004401,7.791,4.114,1.0,0.641246,2.06107303,58.136292,92.3908,99.420067
179,5.221848749616356,34.786,2.41,1.38,0.902,0.145,0.488,0.303,0.375,0.647,0.101,0.154,0.473,0.161,0.186,0.414,0.203,0.872,0.161,0.266,135.172,0.389,0.301,0.274,0.276,0.433,5.0,0.000479,8.218,4.046,1.0,0.638201,4.50660197,47.647717,108.00235,115.133606
180,5.075720713938118,19.209,6.797,1.574,0.696,0.148,0.645,0.513,0.442,0.611,0.264,0.146,0.586,0.365,0.21,0.579,0.423,0.627,0.356,0.333,171.504,0.533,0.34,0.387,0.418,0.439,4.0,0.0004524,7.197,3.979,1.0,0.494909,4.87360692,40.152641,69.990143,108.601227
181,7.823908740944319,25.495,3.384,1.746,0.833,0.148,0.522,0.411,0.437,0.806,0.13,0.207,0.56,0.236,0.255,0.473,0.301,0.902,0.185,0.309,136.688,0.457,0.381,0.35,0.355,0.465,5.0,0.0004747,7.551,4.371,1.0,0.592441,1.40344632,57.467484,165.227203,59.44183
182,8.154901959985743,26.936,4.011,1.111,0.84,0.147,0.624,0.475,0.346,0.805,0.387,0.173,0.631,0.372,0.196,0.573,0.349,0.957,0.394,0.225,142.43,0.482,0.455,0.4,0.374,0.525,5.0,0.0004692,7.073,3.884,1.0,0.586427,4.03216607,56.317657,101.155411,60.193531
183,7.795880017344075,33.747,2.742,2.201,0.872,0.146,0.597,0.325,0.362,0.662,0.317,0.104,0.566,0.262,0.178,0.539,0.222,0.742,0.431,0.172,172.844,0.428,0.361,0.335,0.335,0.448,5.0,0.0004962,8.039,3.817,1.0,0.62378,4.48453565,42.538422,147.622772,66.446579
184,7.008773924307505,30.717,3.306,1.974,0.853,0.147,0.598,0.371,0.345,0.673,0.409,0.142,0.568,0.317,0.199,0.538,0.269,0.785,0.475,0.19,168.708,0.438,0.408,0.361,0.351,0.483,5.0,0.0004873,7.783,3.75,1.0,0.604104,6.39635589,54.021942,144.495667,38.616783
185,7.086186147616283,32.228,3.821,1.066,0.868,0.146,0.523,0.325,0.44,0.52,0.121,0.23,0.485,0.191,0.26,0.473,0.236,0.491,0.201,0.357,161.554,0.429,0.29,0.312,0.331,0.349,4.0,0.0004516,7.5,5.57,1.0,0.593397,4.57465045,63.873764,147.017166,56.196426
186,5.0,22.737,3.179,1.412,0.832,0.154,0.577,0.562,0.357,0.627,0.248,0.253,0.57,0.329,0.216,0.546,0.386,0.578,0.378,0.397,108.862,0.499,0.376,0.371,0.381,0.451,8.0,0.0004795,6.418,5.357,1.0,0.518958,4.93845718,26.66753,116.272141,65.381088
187,5.980468315468745,29.646,2.941,0.853,0.887,0.149,0.511,0.415,0.44,0.489,0.189,0.141,0.466,0.284,0.221,0.461,0.338,0.463,0.323,0.271,115.009,0.455,0.273,0.324,0.357,0.352,4.0,0.0004652,6.777,3.583,1.0,0.556934,2.84579915,39.885197,124.493408,53.627514
188,6.34008379993015,36.895,4.894,0.828,0.866,0.146,0.543,0.415,0.337,0.532,0.254,0.124,0.495,0.304,0.182,0.484,0.335,0.507,0.27,0.222,215.149,0.432,0.303,0.327,0.345,0.333,6.0,0.0004739,7.94,5.29,1.0,0.634845,2.10949531,74.906914,147.307785,49.644779
189,7.327902142064283,28.075,5.957,1.253,0.796,0.143,0.572,0.383,0.39,0.58,0.185,0.137,0.526,0.276,0.211,0.51,0.325,0.59,0.289,0.23,209.895,0.448,0.301,0.338,0.361,0.37,4.0,0.0005135,8.289,4.286,1.0,0.576363,2.86826671,70.215919,183.260315,139.908966
190,8.221848749616356,29.698,3.451,2.346,0.837,0.144,0.624,0.299,0.371,0.838,0.271,0.124,0.658,0.279,0.196,0.637,0.309,0.71,0.344,0.254,180.246,0.431,0.411,0.377,0.391,0.436,5.0,0.0005063,8.102,4.018,1.0,0.622295,6.16141609,54.199066,115.438499,105.915031
191,7.468521082957745,25.756,3.22,1.547,0.844,0.147,0.516,0.326,0.416,0.513,0.509,0.105,0.496,0.31,0.202,0.487,0.35,0.527,0.397,0.202,127.747,0.419,0.376,0.336,0.362,0.376,6.0,0.0005037,7.876,3.683,1.0,0.545288,2.91305468,76.669876,100.270798,86.196037
192,7.136677139879544,20.44,3.786,2.271,0.771,0.145,0.536,0.364,0.318,0.771,0.179,0.355,0.576,0.261,0.231,0.562,0.304,0.69,0.532,0.295,132.404,0.406,0.435,0.356,0.349,0.506,,,,,,,,,,
193,9.0,20.623,5.783,1.684,0.734,0.144,0.606,0.404,0.434,0.632,0.453,0.236,0.576,0.356,0.28,0.569,0.306,0.772,0.612,0.292,163.75,0.482,0.44,0.404,0.39,0.559,5.0,0.0004669,7.884,3.717,1.0,0.523065,5.64487714,106.575729,123.137222,97.377327
194,8.698970004336019,21.888,4.395,2.962,0.748,0.143,0.55,0.393,0.42,0.704,0.191,0.202,0.548,0.275,0.261,0.497,0.319,0.81,0.249,0.254,174.026,0.454,0.365,0.361,0.363,0.437,7.0,0.0005253,7.813,4.889,1.0,0.545235,3.16201549,63.810963,183.650726,94.118172
195,8.096910013008056,25.885,3.803,1.819,0.822,0.145,0.561,0.345,0.436,0.755,0.351,0.134,0.587,0.311,0.231,0.56,0.344,0.667,0.36,0.252,152.465,0.448,0.414,0.376,0.394,0.426,6.0,0.000475,7.425,3.817,1.0,0.586092,3.57639388,59.012283,119.46003,79.047142
196,8.301029995663981,28.07,5.049,1.356,0.814,0.143,0.561,0.373,0.369,0.532,0.256,0.143,0.516,0.314,0.206,0.513,0.345,0.539,0.385,0.274,186.639,0.434,0.311,0.346,0.367,0.399,4.0,0.0004807,7.969,3.75,1.0,0.568621,4.52853559,61.639877,116.779015,82.368866
197,7.154901959985743,29.9,4.36,1.67,0.832,0.142,0.532,0.414,0.409,0.523,0.293,0.131,0.485,0.342,0.209,0.475,0.363,0.529,0.411,0.25,187.553,0.452,0.315,0.345,0.365,0.397,4.0,0.0004799,8.254,3.348,1.0,0.584015,2.98503438,81.609528,156.76091,66.428024
