mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,107,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
327,7.400007822415902,213.798,10.755,1.51,0.946,0.156,0.529,0.617,0.395,0.638,0.456,0.307,0.522,0.278,0.594,0.304,0.514,0.467,6336.613,4.0,0.1535373,5.708,4.976,1.03,0.395973,2.05462124,48.287529,168.080383,119.962746
328,6.399996913372259,20.981,2.653,1.428,0.837,0.156,0.633,0.417,0.321,0.531,0.144,0.161,0.224,0.209,0.259,0.205,0.457,0.279,193.982,3.0,0.1488885,6.294,2.939,1.124,0.462491,8.1167654,78.064812,133.164154,101.808403
329,6.0,15.205,6.871,1.694,0.64,0.153,0.409,0.475,0.342,0.323,0.19,0.225,0.271,0.212,0.366,0.287,0.409,0.246,342.581,7.0,0.1126576,6.943,4.035,1.057,0.434018,6.69525996,81.225235,82.922493,72.828178
330,6.0999990348465305,163.137,14.872,4.438,0.894,0.139,0.425,0.387,0.29,0.332,0.32,0.229,0.355,0.254,0.362,0.265,0.367,0.294,14166.234,11.0,0.1884761,9.661,5.268,1.05,0.655843,8.32500123,55.809841,150.897797,200.705124
331,5.700000503883016,373.68,12.872,0.947,0.964,0.157,0.936,0.47,0.26,1.024,0.445,0.103,0.457,0.138,0.457,0.146,0.555,0.524,10120.914,8.0,0.1768476,5.388,5.974,1.305,0.39565,9.1645577,144.123947,360.539948,137.950012
332,7.700057099977233,11.713,4.734,1.343,0.658,0.149,0.495,0.446,0.373,0.322,0.543,0.378,0.409,0.282,0.761,0.479,0.438,0.415,169.791,5.0,0.4025144,6.039,3.576,1.063,0.39764,6.52148435,56.964996,68.731186,75.819534
333,5.700000503883016,206.931,5.269,1.096,0.97,0.154,0.816,0.387,0.278,0.906,0.188,0.067,0.233,0.129,0.344,0.166,0.494,0.387,2730.515,7.0,0.1348414,6.445,4.753,1.057,0.484932,6.88043542,79.639458,97.930954,68.958618
334,6.0999990348465305,9.07,3.14,2.676,0.609,0.153,0.467,0.454,0.34,0.454,0.544,0.184,0.36,0.301,0.375,0.239,0.42,0.394,152.245,5.0,0.2133489,5.992,4.228,1.038,0.376149,4.97849106,65.112595,193.228958,83.052406
335,7.0,18.114,2.324,0.968,0.846,0.162,0.589,0.333,0.317,0.531,0.157,0.125,0.178,0.154,0.22,0.193,0.413,0.271,124.025,4.0,0.0954189,5.573,2.764,1.025,0.439226,2.849682,64.160751,97.380974,161.697006
336,6.399996913372259,326.805,108.348,5.853,0.741,0.145,0.747,0.395,0.405,0.745,0.434,0.219,0.445,0.284,0.481,0.253,0.516,0.466,245642.172,3.0,0.2049674,7.606,3.086,1.045,0.506245,2.40756495,49.981689,69.945908,66.810104
337,6.399996913372259,9.651,6.986,0.317,0.569,0.158,0.552,0.441,0.216,0.403,0.368,0.019,0.379,0.062,0.415,0.078,0.403,0.263,111.031,5.0,0.0717813,5.357,4.623,1.021,0.37823,3.53183661,61.538063,364.493164,301.160889
338,5.200000237109354,11.132,2.297,0.201,0.817,0.177,0.595,0.418,0.346,1.295,0.189,0.273,0.413,0.315,0.329,0.329,0.453,0.586,47.041,2.0,0.0497469,5.434,3.349,1.028,0.388598,4.20153834,45.933342,61.509506,62.188683
339,6.399996913372259,13.126,5.027,1.874,0.655,0.152,0.422,0.379,0.366,0.391,0.202,0.131,0.263,0.206,0.296,0.261,0.389,0.241,243.643,4.0,0.0950417,6.719,2.175,1.061,0.413283,6.11517172,58.720425,120.922066,18.892403
340,4.399999967876858,7.213,2.088,0.821,0.713,0.177,0.481,0.383,0.34,0.423,0.347,0.044,0.272,0.114,0.267,0.135,0.401,0.271,45.171,3.0,0.0264578,4.092,2.207,1.041,0.28996,4.56985365,55.675346,986.963745,109.39959
341,4.70000006855703,4.208,2.108,0.014,0.665,0.2,0.517,0.511,0.401,1.574,0.155,0.077,0.291,0.394,0.288,0.414,0.476,0.602,15.406,4.0,0.0102846,3.227,2.497,1.133,0.26244,7.23234229,31.486343,124.276741,39.311565
342,6.699991797446187,177.978,5.687,2.817,0.954,0.147,0.213,0.4,0.354,0.172,0.213,0.308,0.283,0.259,0.291,0.239,0.322,0.231,4567.037,9.0,0.1077944,6.821,1.796,1.04,0.425847,7.23984707,23.677448,32.049801,9.03137
343,6.199998172182031,180.101,5.477,0.548,0.968,0.155,0.728,0.442,0.298,0.659,0.225,0.105,0.23,0.165,0.306,0.176,0.489,0.33,1815.385,7.0,0.0906301,6.634,4.417,1.08,0.488641,8.98359998,52.875366,181.497559,106.587334
344,5.800000874803203,13.485,3.356,0.996,0.756,0.156,0.572,0.468,0.404,0.558,0.341,0.076,0.341,0.156,0.478,0.173,0.481,0.325,124.935,8.0,0.1178723,5.829,4.849,1.075,0.395065,10.6653739,58.9907,147.103561,74.050537
345,6.199998172182031,12.872,4.455,0.556,0.72,0.159,0.518,0.449,0.328,0.367,0.363,0.049,0.348,0.121,0.45,0.139,0.432,0.26,116.76,9.0,0.1227136,5.626,4.384,1.022,0.380631,4.15139095,35.069855,120.990372,157.156784
346,5.200000237109354,234.03,9.055,3.23,0.95,0.156,0.235,0.428,0.391,0.204,0.479,0.284,0.399,0.287,0.502,0.366,0.351,0.322,9994.35,6.0,0.1820136,6.85,3.469,1.024,0.405822,3.70078932,38.845531,99.441124,68.633682
347,6.799998134593398,408.051,62.956,1.961,0.863,0.149,0.855,0.083,0.442,0.858,0.115,0.212,0.086,0.286,0.18,0.315,0.46,0.395,77470.901,6.0,0.3100327,5.998,3.988,1.033,0.397357,5.09749345,64.917244,172.076782,93.087326
348,6.900008766455316,11.201,6.647,0.831,0.6,0.156,0.454,0.437,0.205,0.327,0.346,0.32,0.333,0.165,0.452,0.211,0.365,0.331,169.818,5.0,0.1134946,6.358,4.496,1.06,0.406862,6.25512579,73.976959,72.191116,51.72673
349,5.800000874803203,20.22,2.917,1.164,0.832,0.151,0.538,0.433,0.321,0.417,0.687,0.125,0.364,0.217,0.481,0.214,0.431,0.409,178.866,8.0,0.0693558,6.312,4.5,1.046,0.457155,5.7270459,57.323547,59.781921,106.738274
350,6.499996931948306,23.378,5.294,1.514,0.774,0.149,0.496,0.354,0.381,0.339,0.3,0.188,0.287,0.212,0.461,0.34,0.41,0.276,384.716,6.0,0.2416621,7.062,3.998,1.027,0.491823,4.42337423,30.082207,165.652847,111.370026
351,5.800000874803203,6.39,4.72,0.901,0.532,0.162,0.526,0.622,0.308,0.465,0.406,0.083,0.489,0.134,0.486,0.194,0.485,0.318,79.368,6.0,0.1221101,4.842,5.414,1.072,0.316354,8.05182334,81.409348,191.603256,52.572968
352,7.400007822415902,39.799,6.324,3.775,0.798,0.147,0.162,0.396,0.132,0.089,0.273,0.005,0.293,0.018,0.338,0.025,0.23,0.122,1425.946,11.0,0.2488372,7.832,2.92,1.174,0.562659,10.4007446,44.21579,130.482574,74.234741
353,6.299997602857746,298.205,138.479,1.792,0.68,0.152,0.823,0.516,0.416,1.008,0.734,0.222,0.728,0.249,0.934,0.32,0.585,0.655,116525.35,5.0,0.1725275,6.996,5.314,1.128,0.468778,9.74613158,46.736618,186.035858,90.465263
354,7.100015437450609,187.513,32.455,6.465,0.828,0.139,0.536,0.124,0.132,0.43,0.072,0.012,0.091,0.03,0.088,0.06,0.264,0.171,47076.369,11.0,0.1575999,8.696,4.128,1.036,0.655315,7.00544525,53.988152,230.47934,88.696136
355,5.499999678657065,17.801,2.312,1.248,0.833,0.156,0.575,0.343,0.274,0.394,0.626,0.091,0.319,0.131,0.419,0.162,0.397,0.37,138.953,7.0,0.1875826,6.134,5.429,1.067,0.421856,4.80133303,71.898758,157.577774,97.066452
356,6.299997602857746,8.386,3.676,2.166,0.589,0.156,0.517,0.376,0.396,0.543,0.301,0.147,0.33,0.202,0.455,0.231,0.43,0.33,137.972,10.0,0.0971628,5.557,3.93,1.132,0.360404,10.499764,33.846298,163.775299,88.59095
357,5.499999678657065,339.257,115.128,2.523,0.743,0.167,0.762,0.237,0.43,0.374,0.082,0.111,0.18,0.31,0.477,0.276,0.476,0.189,139196.796,8.0,0.1279518,4.8,4.7,1.011,0.34317,2.76986905,42.750542,103.916634,124.661163
358,5.700000503883016,285.56,76.303,5.797,0.777,0.151,0.295,0.204,0.399,0.38,0.625,0.228,0.3,0.303,0.311,0.254,0.299,0.411,150574.534,6.0,0.2049771,6.604,3.737,1.085,0.540531,7.77454486,26.455263,123.735886,61.103848
359,6.900008766455316,25.789,3.245,1.163,0.854,0.156,0.616,0.473,0.415,0.497,0.184,0.131,0.258,0.197,0.309,0.226,0.501,0.271,244.987,9.0,0.1893553,6.417,4.256,1.135,0.507232,9.31985035,60.314308,205.898315,111.880638
360,5.899998417198648,262.388,77.574,5.267,0.76,0.155,0.501,0.238,0.399,0.574,0.039,0.238,0.094,0.271,0.094,0.367,0.379,0.284,129689.207,6.0,0.1529021,6.691,4.069,1.045,0.457967,8.07616704,55.336105,76.123367,76.314751
361,5.899998417198648,235.112,42.259,1.194,0.844,0.158,0.372,0.108,0.403,0.446,0.006,0.193,0.02,0.221,0.033,0.311,0.294,0.215,22409.768,5.0,0.1801722,5.251,4.164,1.026,0.418794,3.34496824,50.096558,123.643288,62.748272
362,5.800000874803203,98.688,8.72,2.303,0.9,0.155,0.123,0.45,0.379,0.04,0.337,0.266,0.401,0.295,0.431,0.374,0.317,0.214,3199.634,3.0,0.1281867,6.067,2.153,1.044,0.406312,4.81313798,49.523556,49.579308,54.638184
363,7.700057099977233,18.67,4.682,1.495,0.751,0.153,0.562,0.428,0.445,0.413,0.258,0.207,0.285,0.276,0.352,0.286,0.478,0.293,277.791,9.0,0.2091311,6.722,2.874,1.08,0.454356,5.58959859,49.549553,109.167694,54.998547
364,5.899998417198648,14.478,3.199,0.292,0.806,0.167,0.556,0.418,0.233,0.332,0.254,0.092,0.241,0.096,0.448,0.201,0.402,0.226,82.933,3.0,0.0321805,4.83,4.942,1.067,0.371465,4.90686675,93.956772,170.957077,111.960548
365,5.899998417198648,196.751,8.801,0.925,0.953,0.163,0.446,0.42,0.366,0.476,0.323,0.074,0.409,0.15,0.337,0.177,0.41,0.291,3729.992,7.0,0.1520849,5.264,2.621,1.048,0.390199,4.8444689,34.885918,51.09417,86.27533
366,5.59999938302362,16.605,3.28,0.397,0.819,0.164,0.581,0.448,0.443,0.447,0.226,0.086,0.292,0.18,0.362,0.227,0.491,0.253,104.283,5.0,0.1435767,5.106,3.165,1.096,0.410273,6.74887338,27.451622,134.811386,34.554821
367,6.499996931948306,225.754,7.508,1.16,0.963,0.153,0.888,0.329,0.407,0.813,0.223,0.157,0.224,0.203,0.284,0.244,0.541,0.398,4166.011,8.0,0.1731959,6.539,3.61,1.074,0.556334,6.27660143,36.952797,63.336189,51.522224
368,4.399999967876858,62.463,2.763,1.623,0.934,0.2,0.074,0.476,0.516,0.163,0.393,0.185,0.327,0.294,0.403,0.368,0.355,0.247,625.467,7.0,0.0106879,3.084,4.091,1.127,0.228062,7.0967229,62.08403,170.610291,75.737335
369,5.700000503883016,275.845,3.292,1.164,0.984,0.177,0.626,0.545,0.562,0.639,0.209,0.271,0.307,0.301,0.327,0.383,0.578,0.373,2569.59,3.0,0.1118343,3.925,2.793,1.042,0.312097,4.52061186,22.150393,55.778786,4.942649
370,7.0,229.859,28.004,4.93,0.875,0.147,0.541,0.076,0.213,0.463,0.117,0.275,0.071,0.206,0.036,0.043,0.276,0.285,39708.008,8.0,0.2794756,7.674,1.504,1.052,0.507791,7.0899867,56.192436,91.965797,45.345703
371,7.50003813440381,18.6,2.237,0.916,0.855,0.161,0.571,0.351,0.246,0.493,0.195,0.101,0.206,0.125,0.28,0.152,0.389,0.263,120.59,5.0,0.0816134,5.916,5.37,1.052,0.439763,6.17020252,79.37265,111.345184,123.070671
372,6.0,304.403,204.758,1.696,0.596,0.157,0.436,0.534,0.305,0.655,0.775,0.104,0.894,0.166,0.94,0.202,0.425,0.511,169392.781,6.0,0.1545962,5.651,3.189,1.046,0.379804,5.04762503,59.583969,78.248192,77.264526
373,5.59999938302362,79.328,7.516,6.012,0.854,0.145,0.13,0.535,0.394,0.036,0.41,0.181,0.417,0.322,0.518,0.242,0.353,0.209,4795.476,7.0,0.1840509,7.907,3.542,1.114,0.463824,10.6832008,67.933258,83.593346,107.585228
374,6.699991797446187,14.986,2.358,1.149,0.81,0.165,0.548,0.457,0.369,0.557,0.337,0.285,0.316,0.227,0.501,0.166,0.458,0.393,114.372,5.0,0.1357594,5.388,4.242,1.072,0.42552,6.98318002,61.766777,203.813461,157.121063
375,6.0999990348465305,254.293,68.076,7.112,0.772,0.151,0.785,0.083,0.457,0.892,0.13,0.129,0.061,0.254,0.026,0.45,0.442,0.384,143042.605,8.0,0.2199523,6.542,3.095,1.135,0.43764,8.97730015,38.768906,62.365776,95.55674
378,7.0,188.018,8.963,2.156,0.944,0.164,0.466,0.402,0.304,0.529,0.279,0.51,0.286,0.252,0.338,0.898,0.39,0.439,5943.224,7.0,0.1129674,5.919,3.035,1.079,0.401714,6.32593213,101.184052,101.715424,187.821503
379,6.0,94.984,27.456,4.155,0.75,0.153,0.11,0.05,0.347,0.036,0.012,0.142,0.021,0.291,0.028,0.38,0.169,0.063,14079.794,7.0,0.2239812,7.162,2.871,1.03,0.416291,3.51529107,48.338619,114.702385,106.128143
380,4.70000006855703,6.994,3.071,0.525,0.66,0.174,0.512,0.456,0.333,0.348,0.209,0.068,0.257,0.137,0.347,0.153,0.434,0.208,48.615,0.0,0.0487775,4.124,4.202,1.038,0.283869,4.10951387,26.785297,128.034164,72.900002
381,4.200000030616179,8.36,2.233,0.337,0.765,0.171,0.509,0.548,0.242,0.549,0.162,0.022,0.271,0.068,0.322,0.097,0.433,0.244,39.458,2.0,0.1693344,4.024,1.675,1.029,0.314963,3.41878176,35.058983,45.120781,80.617851
382,5.59999938302362,321.012,4.56,0.776,0.984,0.159,0.8,0.429,0.378,0.714,0.33,0.083,0.337,0.169,0.441,0.183,0.536,0.375,3178.987,6.0,0.2079128,5.408,1.367,1.077,0.404129,7.18364983,18.077782,53.418098,48.423416
383,5.59999938302362,18.211,3.26,2.328,0.765,0.146,0.536,0.446,0.413,0.452,0.265,0.143,0.282,0.219,0.324,0.267,0.465,0.287,271.362,2.0,0.287694,7.034,3.678,1.039,0.455666,4.1750857,36.814034,106.541016,47.452232
384,7.599980364934842,22.841,4.395,2.419,0.77,0.148,0.608,0.47,0.453,0.649,0.357,0.216,0.361,0.317,0.481,0.315,0.51,0.408,438.725,10.0,0.1607103,6.952,2.793,1.046,0.522408,5.29265614,88.801712,185.266754,99.546028
385,5.499999678657065,41.915,5.479,1.817,0.852,0.139,0.555,0.488,0.384,0.413,0.296,0.235,0.355,0.255,0.406,0.308,0.475,0.315,782.113,7.0,0.2798804,9.567,4.361,1.061,0.643141,5.16264184,55.430984,128.280869,181.151794
386,5.40000018605658,273.273,91.765,2.846,0.743,0.16,0.823,0.116,0.345,0.894,0.064,0.291,0.049,0.306,0.158,0.38,0.428,0.416,97858.149,8.0,0.1332747,5.438,6.425,1.111,0.350524,7.4094353,75.205307,213.094513,176.971786
387,5.899998417198648,15.079,5.992,2.759,0.633,0.146,0.48,0.397,0.421,0.486,0.184,0.213,0.237,0.256,0.255,0.308,0.433,0.294,421.582,5.0,0.147624,7.694,3.024,1.042,0.463213,4.96812975,48.131134,130.32077,80.667358
388,6.599997654072044,20.089,4.981,0.572,0.783,0.153,0.603,0.431,0.402,0.508,0.192,0.22,0.28,0.234,0.316,0.212,0.478,0.307,197.252,9.0,0.1778508,6.344,4.788,1.144,0.466713,3.97359224,63.764721,126.279045,96.728531
389,8.100015437450608,91.764,11.865,1.621,0.872,0.156,0.118,0.489,0.405,0.092,0.479,0.238,0.452,0.26,0.55,0.375,0.337,0.27,3127.336,12.0,0.2045936,5.83,4.059,1.139,0.419276,8.8979497,76.047455,99.608841,105.065567
390,7.0,29.14,9.031,3.777,0.695,0.151,0.076,0.395,0.257,0.061,0.074,0.002,0.105,0.018,0.227,0.029,0.242,0.046,1443.342,9.0,0.2352262,6.701,3.11,1.056,0.471171,8.46245005,61.084427,1039.841309,79.103363
391,5.499999678657065,13.461,6.412,0.855,0.649,0.149,0.475,0.534,0.293,0.436,0.321,0.114,0.356,0.15,0.396,0.129,0.434,0.29,197.825,10.0,0.2738505,6.823,5.34,1.212,0.428068,11.7433206,63.914726,178.508881,84.643463
393,7.50003813440381,245.232,5.839,2.072,0.969,0.168,0.96,0.344,0.388,0.962,0.261,0.108,0.247,0.226,0.316,0.272,0.564,0.444,5172.206,6.0,0.1321943,6.044,4.809,1.1,0.472659,7.01201824,43.598675,148.199982,100.21035
394,6.900008766455316,13.014,4.944,2.025,0.651,0.151,0.501,0.463,0.427,0.462,0.245,0.183,0.307,0.242,0.364,0.293,0.464,0.297,250.973,9.0,0.1979264,6.13,3.806,1.054,0.415722,6.52729769,54.540718,69.267929,55.044441
396,8.400007822415901,16.584,2.632,1.164,0.814,0.162,0.532,0.353,0.345,0.683,0.167,0.304,0.213,0.258,0.275,0.13,0.41,0.385,137.237,6.0,0.1667812,5.732,3.178,1.072,0.464898,6.53709948,76.098068,183.060989,97.887909
397,5.899998417198648,19.098,6.455,1.622,0.703,0.146,0.562,0.358,0.433,0.311,0.494,0.145,0.367,0.229,0.429,0.269,0.451,0.317,391.886,5.0,0.1638509,7.511,3.713,1.047,0.472769,5.76094751,58.963848,65.435188,54.158043
398,7.0,39.338,2.575,0.37,0.93,0.179,0.063,0.531,0.427,3.481,0.175,0.094,0.319,0.275,0.561,0.311,0.34,1.25,196.521,5.0,0.0202225,4.507,3.419,1.056,0.356075,5.01453179,66.161362,130.561203,146.750702
399,6.799998134593398,11.96,4.916,0.983,0.67,0.158,0.486,0.346,0.324,0.434,0.254,0.091,0.274,0.148,0.375,0.183,0.385,0.26,151.059,7.0,0.1370178,5.61,2.652,1.129,0.399092,10.7667458,33.335609,62.85207,45.518265
400,5.200000237109354,13.702,3.634,0.555,0.766,0.163,0.596,0.437,0.382,0.489,0.284,0.074,0.299,0.141,0.44,0.164,0.471,0.282,104.916,6.0,0.1382788,5.061,3.779,1.011,0.394422,2.34709405,55.969467,136.740295,65.340927
401,6.0999990348465305,174.242,4.081,1.137,0.971,0.171,0.5,0.421,0.349,0.397,0.285,0.147,0.358,0.218,0.434,0.232,0.423,0.276,1901.69,6.0,0.0831498,4.789,3.399,1.05,0.3505,5.29874799,51.091564,89.279648,78.15905
402,6.299997602857746,9.961,4.016,1.65,0.637,0.163,0.579,0.432,0.44,0.51,0.424,0.208,0.364,0.289,0.256,0.312,0.483,0.38,144.718,7.0,0.1225035,5.848,3.128,1.06,0.3694,6.31661016,51.126701,108.238106,55.082817
403,5.499999678657065,358.608,74.198,2.714,0.823,0.155,0.822,0.145,0.515,1.072,0.053,0.409,0.072,0.401,0.091,0.497,0.494,0.511,100432.883,5.0,0.1922634,5.77,3.658,1.098,0.44841,6.54320829,39.145794,62.326584,102.407707
404,7.79997073344623,363.546,9.892,0.512,0.972,0.165,0.906,0.447,0.324,0.946,0.429,0.251,0.372,0.19,0.394,0.169,0.559,0.542,6003.374,6.0,0.0888679,5.407,3.854,1.165,0.366758,9.89492836,40.949207,97.618294,130.347015
405,6.199998172182031,274.145,164.403,5.234,0.618,0.16,0.579,0.498,0.408,0.548,0.427,0.294,0.484,0.327,0.485,0.467,0.495,0.423,283708.439,5.0,0.0596775,4.974,3.686,1.103,0.305021,7.43874309,42.505264,109.647964,92.374069
406,5.700000503883016,209.23,16.081,4.552,0.91,0.151,0.19,0.462,0.395,0.316,0.407,0.169,0.449,0.259,0.454,0.245,0.349,0.297,19934.38,12.0,0.2447799,7.034,2.187,1.156,0.538008,8.23861497,40.379738,146.576416,56.747559
407,5.59999938302362,58.92,1.687,1.328,0.951,0.143,0.551,0.362,0.311,0.413,0.194,0.103,0.212,0.142,0.315,0.226,0.408,0.237,373.852,13.0,0.0832717,8.271,5.534,1.066,0.727732,4.59295982,53.155132,115.610985,105.942474
408,5.700000503883016,11.468,4.409,0.705,0.692,0.163,0.591,0.475,0.3,0.485,0.658,0.09,0.433,0.14,0.719,0.153,0.456,0.411,113.961,3.0,0.1208382,5.479,6.947,1.074,0.398772,5.96078448,70.236511,320.246674,129.071854
409,5.59999938302362,7.088,3.661,0.855,0.611,0.169,0.518,0.362,0.256,0.488,0.455,0.044,0.353,0.1,0.418,0.141,0.379,0.329,68.917,4.0,0.0152258,5.027,2.071,1.087,0.322981,7.1257076,61.007881,116.734848,70.925629
410,7.0,156.86,7.272,2.271,0.943,0.156,0.2,0.416,0.398,0.165,0.345,0.671,0.37,0.401,0.419,0.64,0.338,0.394,4270.04,8.0,0.2024509,5.604,1.971,1.078,0.391211,6.60230066,53.765213,24.058048,46.68383
411,6.199998172182031,32.015,7.58,1.908,0.771,0.157,0.06,0.451,0.346,0.026,0.012,0.021,0.06,0.139,0.084,0.205,0.285,0.019,822.868,6.0,0.1612031,5.989,3.775,1.033,0.414212,6.17094805,53.735321,126.666748,108.79483
412,7.700057099977233,20.664,3.979,1.525,0.79,0.155,0.647,0.423,0.353,0.511,0.223,0.157,0.275,0.202,0.313,0.242,0.474,0.297,271.356,8.0,0.1490612,6.342,4.531,1.145,0.469976,9.24550072,37.124237,82.423241,72.159424
413,6.599997654072044,57.787,16.908,2.858,0.745,0.149,0.074,0.594,0.356,0.044,0.489,0.142,0.616,0.199,0.762,0.242,0.341,0.225,4060.488,10.0,0.1693631,6.912,2.905,1.029,0.499982,0.832485483,58.395432,147.639938,80.63559
414,5.800000874803203,248.301,11.168,1.771,0.95,0.146,0.909,0.327,0.266,0.989,0.22,0.093,0.251,0.155,0.294,0.173,0.501,0.434,8405.34,7.0,0.1399478,7.814,4.375,1.05,0.609653,8.10482862,87.436646,159.962952,123.101837
415,6.199998172182031,10.531,4.645,1.217,0.642,0.153,0.456,0.45,0.366,0.346,0.458,0.163,0.433,0.19,0.63,0.322,0.424,0.323,143.287,6.0,0.2960957,6.04,5.06,1.089,0.380656,8.40494179,60.34639,147.02536,131.034958
416,6.0999990348465305,7.882,4.92,2.252,0.524,0.158,0.496,0.401,0.545,0.495,0.497,0.154,0.352,0.254,0.565,0.251,0.481,0.382,170.0,3.0,0.1918304,5.452,3.595,1.032,0.376767,4.40016752,94.245461,316.593903,82.263504
417,5.499999678657065,327.868,38.29,3.2,0.888,0.172,0.971,0.045,0.421,1.014,0.108,0.299,0.05,0.28,0.013,0.548,0.479,0.474,54270.912,3.0,0.0539957,4.598,3.168,1.03,0.312035,2.8362225,47.524078,61.360767,72.773735
418,6.599997654072044,12.164,2.945,1.313,0.741,0.163,0.56,0.394,0.341,0.482,0.22,0.308,0.26,0.233,0.249,0.318,0.432,0.337,119.127,5.0,0.1990893,5.602,3.387,1.051,0.380688,5.78026463,35.581429,54.98938,29.741034
419,5.300000202445418,10.932,6.024,0.935,0.611,0.154,0.483,0.414,0.411,0.41,0.393,0.136,0.396,0.205,0.465,0.242,0.436,0.313,161.172,7.0,0.2174491,6.132,3.13,1.019,0.406716,3.10699914,41.203991,68.140282,107.256393
420,4.300000029139088,196.25,4.94,1.21,0.97,0.172,0.266,0.475,0.397,0.259,0.539,0.106,0.509,0.191,0.629,0.15,0.379,0.301,2587.852,5.0,0.1138957,4.54,3.473,1.035,0.340923,5.11023561,56.072952,109.822906,63.140495
421,6.599997654072044,187.185,3.283,1.547,0.975,0.151,0.744,0.46,0.423,0.698,0.372,0.195,0.39,0.267,0.353,0.363,0.542,0.422,2051.726,6.0,0.3024142,5.957,2.461,1.027,0.398508,3.0330985,32.791782,62.094509,59.395981
422,5.499999678657065,6.682,5.388,1.174,0.505,0.161,0.491,0.454,0.439,0.621,0.266,0.41,0.341,0.286,0.342,0.345,0.461,0.432,105.697,4.0,0.0266202,5.406,4.253,1.026,0.34556,3.69797102,32.470806,150.52327,77.385445
423,6.199998172182031,125.687,31.413,3.018,0.785,0.136,0.237,0.501,0.359,0.2,0.382,0.261,0.412,0.261,0.432,0.264,0.366,0.281,16497.956,11.0,0.2955848,9.823,2.518,1.044,0.748012,2.51345728,39.657604,216.587982,92.508125
424,5.499999678657065,22.181,6.896,3.366,0.684,0.153,0.041,0.438,0.525,0.041,0.084,0.003,0.041,0.223,0.073,0.471,0.335,0.043,798.073,3.0,0.1298068,6.441,7.375,1.14,0.389998,10.3720045,99.396164,185.968643,219.59848
425,4.499999953328896,191.868,4.326,0.245,0.977,0.179,0.33,0.474,0.2,0.185,0.405,0.048,0.368,0.077,0.336,0.132,0.335,0.213,1277.997,6.0,0.0347652,3.988,2.517,1.101,0.275863,6.85299283,59.727226,65.258652,147.954163
427,5.700000503883016,266.869,9.648,0.549,0.963,0.164,0.967,0.511,0.564,1.047,0.3,0.242,0.311,0.336,0.272,0.384,0.681,0.53,4416.909,4.0,0.1061702,4.742,2.602,1.144,0.357546,9.48746006,43.44273,45.406116,153.24765
428,7.199970640755866,32.669,4.031,1.919,0.846,0.145,0.641,0.4,0.278,0.654,0.247,0.124,0.279,0.149,0.328,0.203,0.439,0.342,493.409,5.0,0.292391,7.839,2.924,1.026,0.608024,4.36730345,37.033573,101.97982,43.55603
429,5.800000874803203,5.955,4.797,1.398,0.49,0.158,0.607,0.417,0.393,0.392,0.299,0.1,0.374,0.188,0.492,0.192,0.472,0.264,95.663,6.0,0.0331657,5.242,5.595,1.059,0.320201,6.54370066,109.231514,186.565216,88.186737
430,6.0999990348465305,20.426,1.989,0.428,0.894,0.16,0.61,0.514,0.3,0.603,0.156,0.055,0.256,0.109,0.322,0.16,0.475,0.271,90.477,10.0,0.130803,5.372,2.989,1.149,0.458531,10.6480591,51.158443,112.260376,115.182686
431,6.399996913372259,525.719,235.313,68.574,0.634,0.155,0.61,0.649,0.109,0.691,0.559,0.023,0.652,0.047,0.581,0.04,0.456,0.424,8659970.124,7.0,0.162762,6.538,3.807,1.157,0.45631,8.87698704,42.584194,150.0065,66.193756
432,5.300000202445418,245.324,7.962,2.584,0.959,0.154,0.785,0.359,0.401,0.767,0.226,0.082,0.227,0.168,0.367,0.165,0.515,0.359,7910.074,7.0,0.0419683,6.27,3.715,1.056,0.465297,4.89630119,56.26181,49.161125,72.111748
433,6.199998172182031,242.885,6.681,0.791,0.97,0.169,0.754,0.427,0.371,0.666,0.224,0.097,0.268,0.163,0.346,0.213,0.517,0.329,3353.839,4.0,0.0978922,4.982,3.666,1.147,0.365656,9.67788246,90.100304,74.82634,101.296387
434,4.900000142057633,9.927,2.612,0.54,0.759,0.169,0.494,0.461,0.29,0.393,0.216,0.058,0.262,0.12,0.379,0.136,0.415,0.222,59.787,5.0,0.0645627,4.496,2.811,1.062,0.324997,6.12182551,42.390068,89.065346,85.674217
435,5.499999678657065,25.134,3.788,0.847,0.844,0.152,0.584,0.47,0.365,0.571,0.216,0.069,0.274,0.147,0.341,0.167,0.473,0.286,230.126,6.0,0.1527941,6.313,1.88,1.056,0.518421,7.2752256,24.637981,84.392258,72.369781
437,5.899998417198648,58.598,5.402,3.311,0.871,0.168,0.079,0.526,0.48,0.004,0.25,0.08,0.506,0.234,0.519,0.274,0.362,0.111,1643.733,5.0,0.0783277,4.621,4.324,1.05,0.301909,3.72484397,68.186836,160.000275,81.741425
438,6.0,147.324,5.124,1.222,0.959,0.164,0.482,0.453,0.357,0.661,0.252,0.125,0.329,0.162,0.38,0.238,0.431,0.346,2017.149,9.0,0.1717902,5.471,2.808,1.136,0.466403,6.51793257,42.143543,34.414742,77.291641
