mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
435,9.309803919971486,3.17,280.101,11.418,3.407,0.95,0.143,0.793,0.336,0.343,3.162,0.218,0.278,0.281,0.256,0.195,0.211,0.491,0.405,15381.34,11384.487,12,0.3052102,8.442,5.648,1.053,0.464334,3.58686393,97.161453,266.98111,191.651627
436,9.468521082957745,0.48,20.935,6.066,2.345,0.713,0.143,0.54,0.409,0.344,3.23,0.47,0.653,0.4,0.331,0.656,0.361,0.431,0.489,517.521,559.94,8,0.1591685,8.666,5.649,1.059,0.507139,8.16802476,58.866562,242.788116,174.370941
437,9.508638306165729,8.97,20.113,5.603,2.79,0.706,0.142,0.557,0.368,0.352,2.435,0.407,0.28,0.377,0.249,0.434,0.352,0.426,0.369,527.34,433.566,10,0.2712072,8.047,5.641,1.081,0.499713,2.64807581,56.379433,193.113907,166.907639
438,9.638272163982409,4.22,274.766,7.281,5.486,0.956,0.141,0.814,0.243,0.423,5.624,0.206,0.434,0.213,0.387,0.732,0.276,0.493,0.454,14809.218,13471.064,8,0.369093,8.325,6.538,1.082,0.493182,4.62319931,99.598557,215.035553,160.553101
439,9.292429823902063,2.38,433.625,142.252,14.84,0.734,0.144,0.866,0.236,0.534,13.127,0.197,0.41,0.23,0.436,0.24,0.489,0.545,0.463,986194.884,792547.722,14,0.2728005,8.63,5.61,1.112,0.500526,7.14376759,73.78804,178.442307,193.418274
440,9.619788758288394,3.12,129.132,49.437,6.008,0.7,0.145,0.116,0.072,0.399,5.683,0.028,0.35,0.048,0.328,0.025,0.48,0.195,0.145,45992.498,19538.433,7,0.2110495,8.074,5.074,1.109,0.509302,9.46735047,76.037018,232.039017,178.310043
441,9.4089353929735,7.17,263.838,9.624,2.978,0.954,0.138,0.698,0.355,0.382,2.813,0.225,0.231,0.254,0.242,0.236,0.275,0.478,0.347,11191.321,7836.964,7,0.3116307,9.206,5.385,1.076,0.573093,7.44104067,106.821693,261.759491,169.690765
442,9.4089353929735,2.0,102.091,15.392,4.52,0.837,0.144,0.087,0.568,0.326,4.884,0.471,0.369,0.489,0.326,0.575,0.356,0.327,0.287,9327.754,4541.401,9,0.171653,8.618,5.385,1.062,0.530844,10.8820533,80.647926,208.775009,186.68013
444,9.769551078621726,3.67,17.807,7.007,1.814,0.669,0.146,0.489,0.413,0.286,2.027,0.372,0.314,0.371,0.221,0.315,0.511,0.396,0.35,422.787,380.171,8,0.3282802,8.293,4.82,1.046,0.489284,4.57019686,85.112724,255.114868,172.366699
446,9.82390874094432,1.16,43.513,12.609,2.058,0.748,0.146,0.06,0.539,0.502,1.87,0.014,0.132,0.161,0.341,0.337,0.574,0.367,0.056,1851.695,482.267,8,0.1288767,7.733,4.475,1.084,0.466089,6.49860966,64.202827,199.184952,147.962936
447,9.214670164989233,3.88,260.979,9.139,2.763,0.956,0.139,0.308,0.346,0.414,3.004,0.309,0.471,0.323,0.308,0.367,0.475,0.356,0.326,9993.357,8125.789,8,0.3088526,9.974,5.622,1.106,0.565077,8.00893247,60.49382,255.40448,177.259277
448,9.267606240177033,2.75,372.778,110.459,7.043,0.76,0.139,0.719,0.245,0.472,6.344,0.14,0.373,0.157,0.359,0.115,0.485,0.478,0.409,335087.651,225147.643,11,0.179734,8.829,5.619,1.064,0.559354,5.29792306,114.019714,276.022888,186.652573
449,9.455931955649724,1.89,15.979,7.219,2.073,0.632,0.147,0.499,0.425,0.365,2.469,0.381,0.514,0.38,0.291,0.456,0.548,0.43,0.445,427.822,439.89,4,0.2358363,8.117,4.546,1.08,0.492105,4.84143631,70.546059,217.697464,163.013504
450,9.236572006437065,9.11,29.437,16.555,2.477,0.607,0.147,0.027,0.538,0.363,2.964,0.003,0.196,0.198,0.324,0.375,0.553,0.31,0.185,1856.556,573.462,8,0.3559078,8.077,4.903,1.067,0.472086,6.2659923,77.48822,206.129044,138.018188
451,9.522878745280336,8.74,313.638,12.709,4.353,0.948,0.14,0.28,0.486,0.391,4.54,0.365,0.421,0.414,0.353,0.491,0.291,0.386,0.379,23087.417,23516.748,9,0.2950172,7.943,5.411,1.092,0.465376,11.2811473,77.490883,206.343292,188.990616
452,9.619788758288394,8.93,82.474,80.171,6.925,0.486,0.145,0.088,0.135,0.446,5.702,0.036,0.297,0.074,0.345,0.032,0.344,0.223,0.145,53692.885,24660.608,11,0.2927067,8.205,5.184,1.058,0.500952,7.93923922,73.470345,201.453033,172.965103
453,9.267606240177033,1.74,23.254,7.164,2.297,0.711,0.145,0.541,0.411,0.362,2.818,0.426,0.519,0.418,0.297,0.572,0.615,0.438,0.426,651.773,611.651,11,0.2711986,8.729,4.94,1.069,0.523426,2.28692528,65.189972,1073.578003,151.361526
454,9.4089353929735,7.35,25.495,13.547,6.028,0.566,0.148,0.025,0.495,0.406,4.139,0.016,0.002,0.024,0.083,0.154,0.455,0.309,0.081,2707.928,598.306,6,0.206456,7.682,4.536,1.04,0.453467,8.87026508,77.220917,207.746979,197.612473
455,9.537602002101044,7.87,187.679,7.768,4.85,0.937,0.145,0.326,0.315,0.331,5.083,0.226,0.367,0.245,0.28,0.211,0.327,0.324,0.259,9677.221,6597.092,10,0.3707229,8.38,5.113,1.094,0.487984,5.28479414,86.692108,1071.419922,143.569107
456,9.050609993355089,7.14,21.177,6.876,2.36,0.696,0.146,0.522,0.464,0.336,3.02,0.492,0.531,0.439,0.323,0.531,0.491,0.441,0.444,585.835,570.036,4,0.3252188,8.242,5.321,1.064,0.506635,1.97705038,52.824959,186.57872,165.149872
457,9.309803919971486,4.82,13.502,6.286,1.151,0.645,0.152,0.461,0.409,0.24,1.427,0.381,0.365,0.399,0.188,0.39,0.669,0.37,0.373,226.249,192.476,10,0.2310543,6.387,4.39,1.041,0.420541,4.37711777,73.099564,212.652771,74.933159
458,9.585026652029182,2.69,59.722,11.114,4.049,0.798,0.144,0.071,0.537,0.446,3.835,0.32,0.399,0.405,0.381,0.307,0.613,0.351,0.251,3713.025,1996.686,7,0.324687,8.026,4.661,1.031,0.47186,6.37692034,59.417007,229.707947,177.114746
459,9.494850021680094,4.64,262.524,8.304,1.412,0.964,0.149,0.677,0.437,0.298,1.946,0.436,0.571,0.385,0.278,0.637,0.586,0.471,0.531,5912.112,6717.009,6,0.2218335,6.8,4.591,1.029,0.437374,3.10806939,98.540611,334.253998,215.39238
460,9.2839966563652,6.28,14.08,5.868,1.962,0.643,0.147,0.518,0.414,0.313,2.255,0.465,0.356,0.365,0.247,0.451,0.505,0.415,0.374,305.772,265.972,10,0.2824615,7.416,4.692,1.048,0.431381,6.38716538,110.565056,351.785492,271.625427
461,9.42021640338319,7.04,289.496,183.965,7.637,0.602,0.142,0.886,0.329,0.471,6.039,0.29,0.279,0.299,0.365,0.181,0.411,0.562,0.449,464057.188,362763.364,11,0.4072893,8.424,5.503,1.086,0.478048,3.96895539,79.702118,225.155197,166.035156
462,9.55284196865778,8.45,137.066,10.22,2.022,0.918,0.143,0.106,0.409,0.303,2.713,0.337,0.541,0.384,0.28,0.413,0.678,0.272,0.299,4680.986,2206.079,6,0.3505789,8.669,5.125,1.066,0.469573,6.41291789,112.821854,205.658875,140.16185
463,9.481486060122112,2.83,26.713,19.244,2.416,0.552,0.143,0.034,0.538,0.328,2.122,0.005,0.056,0.012,0.135,0.015,0.363,0.3,0.12,1915.609,606.721,7,0.2752129,8.651,5.636,1.098,0.51674,4.37600016,99.688782,194.049774,180.898712
464,9.221848749616356,4.99,51.793,34.071,2.553,0.586,0.139,0.047,0.542,0.392,2.451,0.456,0.34,0.486,0.256,0.019,0.478,0.327,0.312,6577.398,10443.506,7,0.2294946,9.664,5.977,1.073,0.618159,5.86914694,69.538055,212.029953,219.399078
465,8.721246399047171,9.05,568.261,144.942,24.529,0.77,0.138,0.608,0.272,0.438,24.448,0.448,0.44,0.346,0.448,0.315,0.55,0.44,0.516,2120895.161,2744702.722,4,0.3692624,10.276,6.282,1.077,0.677865,10.8001605,91.412903,236.008804,284.913849
466,9.10790539730952,3.42,17.279,5.651,1.968,0.694,0.151,0.426,0.45,0.25,2.822,0.444,0.457,0.394,0.237,0.568,0.413,0.375,0.387,359.832,358.64,13,0.2084506,7.36,5.035,1.07,0.462157,6.00997438,61.610386,189.098648,123.812431
467,9.214670164989233,0.45,17.174,5.911,1.784,0.691,0.149,0.457,0.437,0.21,2.641,0.444,0.403,0.399,0.188,0.504,0.51,0.368,0.378,348.609,366.168,8,0.1248986,7.861,5.133,1.042,0.466378,5.22788725,75.829926,179.426193,97.954338
468,8.939302159646388,8.88,237.403,6.283,2.175,0.966,0.145,0.689,0.44,0.44,2.05,0.468,0.389,0.437,0.359,0.535,0.529,0.523,0.46,5511.527,4781.662,8,0.1261155,8.004,5.348,1.04,0.51992,3.7345121,65.389954,213.729584,120.472816
469,8.838631997765026,7.3,19.142,4.982,2.505,0.719,0.142,0.548,0.496,0.372,2.469,0.483,0.34,0.415,0.283,0.442,0.464,0.472,0.416,421.25,362.95,10,0.3233439,8.34,5.45,1.036,0.4863,5.50922485,69.895676,257.629181,182.214432
471,8.872895201635192,7.69,50.437,11.06,5.69,0.751,0.145,0.073,0.407,0.34,6.589,0.27,0.415,0.308,0.349,0.312,0.359,0.273,0.253,4149.083,3779.572,9,0.3492299,8.445,5.183,1.078,0.472986,6.56205287,79.839722,242.931091,103.97438
472,9.2839966563652,0.05,28.642,5.023,1.448,0.816,0.143,0.517,0.393,0.236,1.868,0.456,0.363,0.402,0.191,0.502,0.54,0.382,0.411,436.115,492.748,14,0.1899503,8.776,5.854,1.028,0.570113,7.58988327,77.527954,183.216919,201.41626
473,8.903089986991944,4.28,166.459,6.085,2.178,0.953,0.141,0.387,0.391,0.385,2.392,0.443,0.436,0.377,0.301,0.396,0.625,0.388,0.442,3769.169,4482.541,7,0.3003295,9.417,6.101,1.046,0.573041,4.08378209,91.652885,234.129761,186.182816
474,9.397940008672036,6.81,18.026,9.241,1.774,0.621,0.146,0.489,0.432,0.247,2.566,0.386,0.501,0.427,0.228,0.553,0.551,0.389,0.406,539.462,585.624,6,0.2731298,8.182,5.265,1.077,0.510889,8.30507025,83.274292,149.391342,105.836937
475,9.67778070526608,9.73,258.233,181.552,9.055,0.575,0.145,0.475,0.414,0.409,8.222,0.406,0.336,0.426,0.307,0.351,0.291,0.433,0.438,475857.792,479122.73,5,0.1710072,8.031,4.552,1.069,0.519088,5.1554672,87.902336,198.665314,105.942947
476,9.207608310501746,2.64,290.497,11.686,3.744,0.95,0.145,0.398,0.399,0.4,3.227,0.347,0.276,0.341,0.274,0.327,0.222,0.399,0.332,17543.214,13934.107,10,0.1889498,8.075,5.235,1.038,0.4823,7.47056146,66.734787,193.15506,115.021523
477,9.142667503568733,4.95,22.175,6.17,1.672,0.739,0.145,0.489,0.408,0.317,1.983,0.457,0.411,0.386,0.227,0.542,0.516,0.405,0.414,443.002,455.362,13,0.2710515,8.384,5.27,1.074,0.52405,4.66692259,63.894852,190.166199,113.274643
478,9.318758762624412,7.08,418.032,112.664,7.045,0.777,0.139,0.349,0.152,0.296,6.725,0.112,0.28,0.098,0.288,0.041,0.35,0.265,0.221,383170.491,290279.357,9,0.2009093,9.135,4.717,1.061,0.599584,7.50842501,111.51268,196.831985,187.087463
479,9.193820026016112,1.96,34.31,5.128,1.168,0.845,0.14,0.601,0.344,0.284,1.297,0.518,0.344,0.384,0.207,0.433,0.682,0.409,0.417,468.154,482.141,9,0.3247288,9.362,5.366,1.051,0.572587,4.08422394,64.134834,208.828552,191.066925
480,9.2518119729938,2.19,135.081,7.224,3.017,0.93,0.139,0.364,0.375,0.255,3.652,0.34,0.356,0.346,0.245,0.434,0.308,0.331,0.298,4494.81,3677.24,6,0.3336009,8.86,6.061,1.047,0.568272,4.24731824,110.574524,369.770905,283.113434
481,9.30102999566398,0.89,151.646,12.508,3.132,0.907,0.142,0.141,0.414,0.384,2.515,0.35,0.229,0.388,0.234,0.425,0.404,0.313,0.207,8518.308,3700.268,6,0.2338017,8.095,5.191,1.053,0.484087,8.32649971,81.608871,196.341019,188.840317
482,9.508638306165729,2.86,34.172,5.026,2.023,0.829,0.14,0.58,0.419,0.319,2.407,0.492,0.479,0.407,0.273,0.582,0.37,0.439,0.469,639.638,682.838,8,0.2086521,9.338,5.058,1.085,0.604429,3.83348786,90.640411,227.382507,200.098343
483,9.397940008672036,6.3,38.575,4.179,2.234,0.857,0.138,0.599,0.382,0.401,2.542,0.431,0.501,0.382,0.309,0.625,0.541,0.461,0.478,661.74,694.883,10,0.1783649,9.811,6.678,1.064,0.633573,1.30765884,79.89856,207.331299,259.494385
484,9.508638306165729,2.28,23.568,4.883,2.764,0.755,0.142,0.565,0.397,0.439,3.321,0.439,0.632,0.376,0.405,0.75,0.405,0.467,0.496,543.09,560.428,8,0.1871888,8.984,5.784,1.083,0.529735,7.69041294,80.09745,308.040863,217.767288
485,9.167491087293763,1.66,256.585,6.83,1.935,0.967,0.149,0.385,0.486,0.368,2.056,0.535,0.311,0.442,0.262,0.417,0.635,0.413,0.402,5919.678,6126.989,6,0.146679,7.243,4.599,1.078,0.43397,9.34363534,77.977089,220.343628,148.485413
486,9.022276394711152,8.85,281.457,9.292,2.33,0.96,0.146,0.867,0.387,0.331,2.621,0.352,0.419,0.362,0.262,0.431,0.568,0.528,0.521,9679.358,9676.253,6,0.2358007,8.206,5.09,1.072,0.472172,9.57071789,62.337769,222.790222,179.512711
487,9.387216143280265,7.34,215.372,23.441,6.881,0.877,0.14,0.37,0.588,0.328,6.517,0.401,0.277,0.489,0.314,0.383,0.353,0.429,0.379,41676.862,36772.375,11,0.3484303,9.336,6.07,1.091,0.567994,4.03117626,83.87442,277.702942,208.862991
488,9.67778070526608,2.23,23.174,5.564,1.94,0.755,0.145,0.57,0.408,0.351,2.131,0.481,0.433,0.399,0.266,0.452,0.497,0.443,0.439,465.568,458.033,7,0.3544808,7.933,4.746,1.024,0.522322,4.38833925,70.095146,190.016174,89.392097
489,9.602059991327964,9.68,33.962,9.073,7.036,0.678,0.144,0.022,0.46,0.467,5.922,0.497,0.002,0.098,0.46,0.491,0.255,0.316,0.17,2829.016,566.745,7,0.2877792,7.546,4.947,1.035,0.429621,4.81817292,88.325798,205.50592,131.094681
490,9.67778070526608,1.98,107.231,5.567,3.325,0.923,0.144,0.142,0.428,0.442,3.593,0.483,0.518,0.393,0.398,0.524,0.766,0.337,0.366,3073.199,2802.386,11,0.3280297,7.372,5.289,1.033,0.460755,6.55554016,131.089752,177.933945,128.569168
491,9.522878745280336,4.29,490.484,29.278,2.254,0.94,0.14,0.909,0.584,0.343,2.568,0.474,0.441,0.517,0.266,0.508,0.771,0.612,0.594,48421.668,47474.303,6,0.2531883,9.502,6.365,1.085,0.599106,8.52823377,90.094818,275.787048,176.561371
492,9.4089353929735,0.55,33.557,4.921,1.782,0.834,0.141,0.561,0.32,0.344,1.85,0.44,0.352,0.338,0.255,0.368,0.499,0.408,0.412,568.204,596.497,9,0.1872084,9.331,6.155,1.162,0.603281,13.9002871,83.263519,227.521439,216.562653
493,9.4089353929735,2.13,277.076,217.084,3.373,0.557,0.14,0.531,0.614,0.228,3.803,0.669,0.314,0.599,0.192,0.933,0.161,0.458,0.527,265167.725,328685.75,9,0.2682952,9.006,6.191,1.072,0.550152,6.73273253,91.403214,261.292389,208.099487
494,9.309803919971486,7.8,176.605,13.471,4.49,0.908,0.139,0.148,0.375,0.366,4.661,0.316,0.383,0.324,0.356,0.297,0.315,0.296,0.284,14109.665,13888.182,12,0.2964406,9.502,6.394,1.087,0.536581,7.6148018,99.932159,223.237839,209.980652
495,9.161150909262744,8.72,11.433,8.752,3.131,0.49,0.135,0.455,0.461,0.357,4.012,0.437,0.63,0.415,0.406,0.482,0.419,0.424,0.466,499.962,509.548,12,0.5687435,8.736,6.094,1.093,0.466561,7.11515457,93.115738,252.486908,261.015686
496,9.161150909262744,7.99,578.467,54.009,15.694,0.892,0.134,0.804,0.072,0.04,10.938,0.058,0.017,0.077,0.022,0.03,0.025,0.305,0.35,532149.305,384603.786,12,0.3176499,10.52,7.114,1.064,0.677632,8.11898994,98.148651,276.614075,273.981171
497,9.075720713938118,6.4,619.368,122.993,12.87,0.82,0.134,0.744,0.265,0.392,10.3,0.336,0.234,0.315,0.289,0.331,0.24,0.467,0.503,1066919.068,1114736.336,8,0.3278346,10.003,6.87,1.115,0.684796,6.06273058,111.962303,288.522522,239.718857
498,9.309803919971486,4.47,157.281,54.989,9.334,0.71,0.136,0.236,0.043,0.563,8.371,0.006,0.149,0.013,0.487,0.018,0.461,0.281,0.117,91578.327,26246.242,9,0.4738023,9.908,6.863,1.089,0.52731,7.41178726,94.490562,227.317551,211.488571
499,9.080921907623926,0.71,44.607,19.389,2.892,0.667,0.133,0.494,0.045,0.348,3.441,0.038,0.483,0.029,0.342,0.017,0.351,0.296,0.338,3617.975,3802.14,11,0.2679102,10.792,6.974,1.073,0.689089,8.90612883,88.64183,286.768433,315.663666
500,9.443697499232712,7.0,508.495,138.388,38.103,0.742,0.138,0.761,0.221,0.042,10.572,0.279,0.003,0.226,0.011,0.159,0.016,0.342,0.331,2777029.78,885640.046,7,0.3474999,9.057,6.302,1.071,0.511256,8.07838352,98.805267,234.799332,157.384384
501,9.387216143280265,6.6,43.456,19.581,2.954,0.659,0.135,0.096,0.399,0.44,2.976,0.072,0.432,0.203,0.391,0.065,0.456,0.312,0.205,3616.293,2536.714,10,0.2733932,9.879,7.003,1.109,0.599479,7.16226044,57.157661,258.283447,241.940308
502,9.356547323513812,4.54,98.375,9.196,3.077,0.889,0.137,0.128,0.444,0.388,2.828,0.345,0.323,0.398,0.295,0.404,0.583,0.32,0.237,4130.182,1995.525,10,0.4285925,8.639,5.726,1.131,0.481187,13.9914317,74.608406,227.805725,196.591507
503,9.275724130399212,8.13,80.824,6.266,3.717,0.89,0.137,0.128,0.436,0.392,3.86,0.489,0.398,0.436,0.346,0.486,0.562,0.319,0.334,2803.186,2848.555,12,0.4822631,8.521,6.434,1.084,0.447299,9.3632484,72.075096,253.662247,155.66037
504,9.721246399047171,9.23,18.669,7.744,2.47,0.646,0.144,0.469,0.379,0.355,2.58,0.394,0.351,0.371,0.263,0.402,0.6,0.401,0.382,595.871,577.366,9,0.1811649,8.768,5.612,1.076,0.521129,7.71439822,60.717049,226.160248,154.903259
505,9.154901959985745,0.94,15.352,7.004,3.662,0.59,0.143,0.542,0.524,0.445,3.309,0.518,0.333,0.507,0.356,0.61,0.28,0.504,0.468,609.19,548.231,9,0.3315432,9.044,6.157,1.2,0.498585,15.3398609,65.940636,256.389038,287.240784
506,9.229147988357855,7.65,35.726,20.504,14.31,0.506,0.138,0.101,0.043,0.186,5.298,0.009,0.006,0.019,0.024,0.032,0.05,0.11,0.073,12089.723,1830.306,9,0.3463367,9.369,6.803,1.094,0.583295,10.1090473,100.667809,219.289124,263.787994
507,9.431798275933003,6.93,21.739,7.288,3.295,0.673,0.143,0.631,0.429,0.38,3.505,0.324,0.431,0.366,0.285,0.495,0.398,0.48,0.455,808.322,776.739,8,0.2845343,9.096,5.639,1.068,0.557653,8.19982806,71.357521,170.335938,154.220856
508,9.4089353929735,3.0,168.213,15.273,3.399,0.9,0.14,0.197,0.543,0.407,4.24,0.54,0.607,0.512,0.417,0.618,0.416,0.383,0.454,12111.206,15311.657,9,0.2136584,8.867,6.261,1.052,0.549128,8.86439298,89.969063,216.432693,271.127197
509,9.397940008672036,6.47,346.322,6.691,2.903,0.973,0.138,0.446,0.356,0.361,2.607,0.375,0.305,0.358,0.269,0.344,0.2,0.388,0.437,10424.396,11499.313,14,0.3483285,8.933,6.268,1.065,0.533431,7.29486798,85.292572,239.264908,214.30899
510,9.259637310505756,1.13,15.389,5.86,3.76,0.615,0.138,0.524,0.491,0.446,3.469,0.518,0.362,0.467,0.366,0.514,0.337,0.487,0.452,534.206,492.917,11,0.3265859,8.424,6.111,1.053,0.482027,8.04904814,100.066299,199.963028,327.876404
511,9.366531544420411,4.37,193.139,19.814,4.455,0.888,0.137,0.129,0.521,0.49,4.073,0.485,0.406,0.493,0.408,0.446,0.387,0.38,0.345,22042.916,20682.7,11,0.2777053,9.289,5.943,1.093,0.553282,9.11229394,93.035133,242.110397,304.952362
512,9.337242168318426,6.72,116.505,8.015,2.077,0.92,0.141,0.199,0.444,0.367,2.401,0.484,0.487,0.436,0.311,0.496,0.443,0.337,0.39,3257.943,3761.48,10,0.3255198,9.481,6.292,1.185,0.585878,4.28744005,82.579132,214.054123,230.423721
513,9.481486060122112,1.52,16.288,6.202,4.475,0.604,0.138,0.595,0.441,0.433,4.567,0.429,0.477,0.412,0.394,0.523,0.421,0.49,0.488,680.714,666.03,11,0.4145195,8.915,6.462,1.067,0.510276,7.49822554,54.398796,202.037628,272.146606
514,9.494850021680094,4.34,16.915,6.433,3.875,0.621,0.142,0.512,0.322,0.395,3.567,0.36,0.349,0.328,0.306,0.341,0.418,0.41,0.384,648.131,588.199,9,0.3067324,8.716,6.125,1.092,0.502991,4.90041645,81.989487,264.460846,219.607941
515,8.297569463554474,0.76,29.502,7.269,1.457,0.772,0.14,0.592,0.428,0.287,2.011,0.398,0.554,0.405,0.254,0.471,0.54,0.436,0.481,618.775,672.145,6,0.3225676,9.448,5.934,1.06,0.58865,10.2060499,64.043228,207.866653,187.054306
516,8.381951903287908,3.21,304.269,7.589,1.637,0.971,0.142,0.597,0.482,0.344,1.775,0.41,0.366,0.418,0.24,0.428,0.582,0.474,0.431,6913.732,6394.764,10,0.3176262,9.233,6.24,1.068,0.545687,5.41581005,80.828278,230.779587,140.696686
517,9.113509274827518,8.38,11.628,8.459,3.716,0.489,0.14,0.519,0.423,0.449,3.505,0.465,0.416,0.396,0.395,0.354,0.461,0.464,0.463,562.259,469.274,10,0.3857855,8.468,5.45,1.084,0.464881,7.474485,86.275169,242.0289,184.250946
518,9.387216143280265,7.24,538.073,90.896,12.56,0.839,0.142,0.894,0.396,0.542,12.699,0.465,0.546,0.46,0.509,0.508,0.458,0.611,0.637,671758.614,724601.589,9,0.2345286,8.889,6.225,1.071,0.507831,3.75348403,52.585335,232.288666,196.643188
519,8.97061622231479,1.2,26.591,7.405,1.687,0.745,0.143,0.506,0.475,0.262,2.321,0.485,0.475,0.46,0.228,0.693,0.493,0.414,0.445,622.143,681.015,11,0.2220184,8.756,5.491,1.06,0.562915,7.82131681,66.550858,207.844086,168.811768
520,9.080921907623926,5.91,525.193,146.466,3.921,0.777,0.147,0.771,0.484,0.343,4.475,0.606,0.493,0.594,0.345,0.511,0.298,0.532,0.603,381864.984,457862.617,8,0.1414802,8.125,5.53,1.086,0.492611,4.61209062,68.943954,195.851074,108.069817
521,9.142667503568733,2.97,151.72,80.919,8.569,0.629,0.145,0.35,0.065,0.455,8.062,0.063,0.393,0.063,0.411,0.019,0.393,0.29,0.294,119712.092,127333.482,8,0.1722668,8.582,5.41,1.037,0.530535,3.11234225,91.845139,176.881409,138.242966
522,8.94692155651658,2.05,129.152,13.553,2.332,0.89,0.149,0.121,0.436,0.283,2.645,0.278,0.344,0.354,0.234,0.285,0.691,0.28,0.243,6310.408,5226.044,4,0.2847481,6.824,4.551,1.04,0.447281,5.46764871,56.665833,161.547806,119.248459
523,8.863279432843592,3.09,43.976,15.876,3.671,0.692,0.147,0.048,0.455,0.354,3.539,0.257,0.301,0.352,0.265,0.376,0.473,0.286,0.243,3544.203,4967.717,7,0.1298646,7.557,4.454,1.019,0.465309,3.16822068,71.80394,192.221054,141.740005
524,8.943095148663527,1.98,14.998,7.858,2.313,0.596,0.148,0.488,0.418,0.272,2.835,0.433,0.363,0.4,0.209,0.476,0.508,0.393,0.365,468.562,439.126,7,0.2419832,8.049,4.453,1.084,0.464757,8.0742727,98.015274,181.75795,124.06031
525,9.602059991327964,5.22,272.278,171.321,7.473,0.604,0.141,0.485,0.312,0.367,8.57,0.39,0.458,0.338,0.435,0.286,0.237,0.388,0.482,399015.424,511517.31,8,0.2075176,9.027,6.41,1.098,0.554128,9.06872168,61.16832,253.884201,198.281952
527,9.346787486224656,6.43,88.983,22.155,5.812,0.761,0.141,0.092,0.511,0.415,5.871,0.344,0.411,0.419,0.393,0.397,0.612,0.34,0.268,14191.122,8827.972,7,0.2878036,9.051,5.465,1.083,0.530487,7.84814225,72.734932,1103.410889,204.428741
528,9.1249387366083,1.51,383.678,19.052,4.102,0.943,0.143,0.601,0.513,0.549,3.872,0.424,0.478,0.451,0.382,0.524,0.629,0.554,0.521,39356.499,35065.044,6,0.2448819,8.176,5.093,1.053,0.508579,3.78854317,127.043762,230.807159,197.907806
529,9.18045606445813,3.13,17.037,7.786,2.471,0.624,0.143,0.599,0.371,0.413,2.713,0.386,0.478,0.37,0.31,0.473,0.575,0.461,0.426,549.017,507.876,5,0.260848,8.064,5.465,1.074,0.488681,7.82464138,72.793068,241.601364,205.315872
530,9.2518119729938,1.19,24.937,5.528,1.751,0.774,0.142,0.585,0.424,0.264,2.149,0.455,0.363,0.412,0.198,0.557,0.537,0.425,0.41,464.78,461.01,6,0.098478,8.812,5.16,1.054,0.52307,5.76167786,96.770508,218.455872,213.527542
531,9.031517051446064,3.27,144.826,124.735,12.334,0.514,0.142,0.249,0.276,0.437,10.322,0.092,0.283,0.13,0.342,0.317,0.405,0.321,0.219,244484.201,166276.96,6,0.2019999,8.935,5.162,1.066,0.538413,4.26506199,58.402275,250.656876,286.650604
532,9.065501548756432,2.75,210.853,20.244,15.374,0.855,0.139,0.391,0.023,0.448,5.846,0.448,0.002,0.406,0.006,0.63,0.008,0.287,0.316,73694.202,26151.353,12,0.2140517,9.209,5.811,1.053,0.531228,7.32807972,92.926437,274.542419,214.113007
533,9.522878745280336,3.47,24.5,6.533,2.534,0.73,0.142,0.543,0.405,0.41,2.94,0.368,0.547,0.366,0.345,0.513,0.471,0.453,0.46,677.865,668.907,9,0.2257858,9.154,5.797,1.128,0.557014,7.22145135,74.636009,188.136124,208.797089
534,8.97061622231479,0.03,22.995,6.048,1.652,0.749,0.145,0.527,0.407,0.274,2.177,0.422,0.459,0.387,0.226,0.547,0.556,0.403,0.426,447.543,476.191,12,0.1361571,8.234,5.281,1.031,0.52697,4.14265807,64.495483,254.820557,156.008972
535,9.468521082957745,7.23,75.0,13.967,1.888,0.825,0.14,0.142,0.475,0.299,2.218,0.467,0.339,0.445,0.233,0.399,0.657,0.305,0.306,3283.916,3311.758,10,0.3102925,9.369,5.888,1.147,0.618534,5.73131358,92.622978,263.289459,239.66124
536,9.4089353929735,8.42,35.141,21.003,3.652,0.588,0.142,0.034,0.296,0.308,4.188,0.002,0.019,0.008,0.185,0.022,0.258,0.213,0.096,3698.068,1067.55,12,0.1827465,9.073,6.238,1.09,0.547561,2.30826876,108.877426,205.145477,186.893433
537,8.97469413473523,7.13,26.574,4.99,1.592,0.801,0.147,0.435,0.385,0.222,2.26,0.364,0.39,0.343,0.205,0.411,0.492,0.347,0.35,427.135,437.239,12,0.2577727,8.318,5.387,1.025,0.534844,5.03953923,61.748745,191.024689,145.49054
538,8.906578314837764,3.56,49.186,10.634,5.396,0.754,0.15,0.051,0.541,0.358,5.504,0.308,0.372,0.314,0.342,0.431,0.306,0.317,0.246,3733.564,3168.333,9,0.3517821,7.746,5.018,1.119,0.445021,9.82635893,91.99202,224.789642,92.219749
539,9.292429823902063,6.75,254.906,8.479,4.182,0.953,0.136,0.701,0.401,0.373,3.796,0.501,0.3,0.424,0.299,0.452,0.596,0.492,0.52,12568.702,13278.396,7,0.4159577,8.778,5.893,1.138,0.469653,13.2035209,86.71669,267.241821,248.281281
